Burg Altleiningen,Burgstraße,Altleiningen,1100!um 1100/20,"um 1100/20 gegründete Spornanlage, nach Zerstörung im Bauernkrieg seit 1532 schlossartiger Wiederaufbau; im Südwesten staufische Buckelquadermauer, wohl Rest des Bergfrieds, 13. Jahrhundert, am dreigeschossigen Nordflügel Mauersubstanz des 16. und 17. Jahrhunderts; landschaftsprägend",//commons.wikimedia.org/wiki/Category:Burg_Altleiningen,49.511434,8.08245
Protestantisches Pfarrhaus,Neugasse 24,Grünstadt,1884,"ehemaliges protestantisches Pfarrhaus; villenartiger spätklassizistischer Putzbau, 1884",Kein Bild vorhanden,49.56432,8.162688
Dreiseithof,Neugasse 27 und 31,Grünstadt,1600!um 1600,"ehemaliger Dreiseithof, im Kern um 1600, Nr. 31 in der ersten Hälfte des 19. Jahrhunderts überformt",Kein Bild vorhanden,49.564492,8.162505
Protestantische Friedenskirche,Neugasse 28,Grünstadt,1740,"qualitätvoller kubischer Walmdachbau, 1740",Kein Bild vorhanden,49.56462,8.162583
Hofanlage,Neugasse 33,Grünstadt,1750!erste Hälfte des 18. Jahrhunderts,"spätbarocker Mansarddachbau, erste Hälfte des 18. Jahrhunderts; am rückwärtigen Hofgebäude Kellerpforte, bezeichnet 1603 oder 1607; weitere Renaissance-Spolie; Volutenstein bezeichnet 1737",Kein Bild vorhanden,49.564613,8.162469
Spolie,"Neugasse, an Nr. 37",Grünstadt,1707,"Spolie, ehemaliger Torscheitelstein mit Doppelwappen, bezeichnet 1707",Kein Bild vorhanden,49.564811,8.162409
Hofanlage,Neugasse 39,Grünstadt,1700!18. Jahrhundert,"Hofanlage; spätbarockes Wohnhaus, 18. Jahrhundert",Kein Bild vorhanden,49.564955,8.162353
Gemeinde-Badestube,Neugasse 48,Grünstadt,1300!14. Jahrhundert,"Ehemalige Gemeinde-Badestube; spätgotisches Durchfahrtstor; im Keller Gruppe aus mehreren Raumeinheiten mit Brunnen, Röhrenresten, Trog, wohl aus dem 14. Jahrhundert",Kein Bild vorhanden,49.566022,8.162315
Hoftor,"Neugasse, zu Nr. 55",Grünstadt,,"Hoftor, rustizierte Sandsteinpfeiler; in der Scheune Kellerpforte, bezeichnet 1610",Kein Bild vorhanden,49.565488,8.162173
Protestantische Pfarrkirche St. Martin,Obergasse 3/5,Grünstadt,1618,"Turm bezeichnet 1618, Spolien des 11. Jahrhunderts, zweigeschossiger Aufsatz 1743, repräsentativer barocker Saalbau, 1727–36; außen zwei Grabplatten; Kriegergedächtnistafel 1914/18",Kein Bild vorhanden,49.562688,8.16429
Unterhof,Obergasse 7–15 (ungerade Nummern),Grünstadt,1750!Mitte des 18. Jahrhunderts,"Toranlage mit Torhäusern; dreigeschossiger spätbarocker Mansarddachbau, wohl aus der Mitte des 18. Jahrhunderts; zweieinhalbgeschossiges spätklassizistisches Wohnhaus, 1850; Spolien in Nr. 13 und 15: zwei Sandsteinreliefs; am Gebäude des Altenheims Masken, 17. Jahrhundert",Kein Bild vorhanden,49.562656,8.163062
Katholische Pfarrkirche St. Peter,Obersülzer Straße 1,Grünstadt,1704!1704–17,"ehemalige Kapuzinerklosterkirche, blockhafter Saalbau, 1704–17, Umbau 1840/42, Turm 1934/35; zweiflügeliges Klostergebäude, im Kern 1699/1700; umfriedetes Klostergelände mit Garten, barocke Toranlage bezeichnet 1714, darin Spolie um 1700",Kein Bild vorhanden,49.562822,8.166071
Villa,Obersülzer Straße 7,Grünstadt,1892,"Krüppelwalmdach-Villa, spätklassizistische und Neurenaissancemotive, 1892",Kein Bild vorhanden,49.562609,8.167245
Villa,Obersülzer Straße 12a,Grünstadt,1875,"spätklassizistische Walmdach-Villa, 1875",Kein Bild vorhanden,49.56239,8.167672
Villa,Obersülzer Straße 14,Grünstadt,1882!um 1882,"zweieinhalbgeschossige spätklassizistische Walmdach-Villa, um 1882",Kein Bild vorhanden,49.562351,8.168341
Synagoge,Östlicher Graben 19,Grünstadt,1764,"Ehemalige Synagoge; spätbarocker Putzbau, 1764",Kein Bild vorhanden,49.565125,8.164231
Wohn- und Geschäftshaus,Poststraße 2,Grünstadt,1700!18. Jahrhundert,"spätbarockes Wohn- und Geschäftshaus, 18. Jahrhundert",Kein Bild vorhanden,49.565331,8.164021
Wohnhaus,Poststraße 17,Grünstadt,1882,"späthistoristisches Wohnhaus, 1882, Aufstockung und Erweiterung 1905, Rückgebäude 1897",Kein Bild vorhanden,49.565513,8.165173
Villen,Poststraße 19/21,Grünstadt,1891,"gründerzeitliche Zwillingsvillen, zweieinhalbgeschossige Mansarddachbauten, Neurenaissance, 1891",Kein Bild vorhanden,49.565582,8.165522
Gartenpavillon,"Sausenheimer Straße, zu Nr. 2",Grünstadt,1830!um 1830,"Gartenpavillon, klassizistischer Rundbau, um 1830",Kein Bild vorhanden,49.561819,8.166542
Spolien,"Sausenheimer Straße, an Nr. 8",Grünstadt,1783,"Inschriftstein und Spolie, Postament mit Basis und Deckplatte, bezeichnet 1783; Scheitelstein",Kein Bild vorhanden,49.561917,8.165634
Volutenstein,"Sausenheimer Straße, an Nr. 14",Grünstadt,1700!erste Hälfte des 18. Jahrhunderts,"Volutenstein, spätbarock, erste Hälfte des 18. Jahrhunderts",Kein Bild vorhanden,49.56129,8.164251
Fabrikgebäude,Sausenheimer Straße 27,Grünstadt,1912,"Fabrikationsgebäude, langgestreckter barockisierender Mansarddachbau, Eisenbetonkonstruktion, bezeichnet 1912, Architekt Otto Prott",Kein Bild vorhanden,49.558074,8.161888
Katholisches Pfarrhaus,Turnstraße 1,Grünstadt,1903,"villenartiger Krüppelwalmdachbau, barockisierender Heimatstil, bezeichnet 1903",Kein Bild vorhanden,49.563811,8.166235
Spolie,"Vorstadt, an Nr. 3",Grünstadt,1750!Mitte des 18. Jahrhunderts,"Spolie, reliefierter Schlussstein, Mitte des 18. Jahrhunderts",Kein Bild vorhanden,49.562216,8.16537
Spolie,"Vorstadt, an Nr. 10",Grünstadt,1710,"Spolie, reliefierter Sandsteinblock, bezeichnet 1710, ehemaliger Güterstein (?)",Kein Bild vorhanden,49.562155,8.165191
Keller,"Westlicher Graben, zu Nr. 51",Grünstadt,1583,"Keller, Rundbogenpforte bezeichnet 1583, Reliefplatte mit drei Wappen",Kein Bild vorhanden,49.566573,8.161419
Villa,Westring 60,Grünstadt,1914,"repräsentative Mansarddach-Villa, neubarocke Motive, 1914",Kein Bild vorhanden,49.565779,8.159059
Sparkasse,Westring 62,Grünstadt,1912,"Ehemalige Distriktsparkasse mit Direktorenwohnung; stattlicher Winkelbau mit Mansarddach, neubarocke und neuklassizistische Motive, 1912",Kein Bild vorhanden,49.566209,8.158993
Weißes Häuschen,westlich von Grünstadt; Flur In der Röte,Grünstadt,1830!um 1830,"ehemaliger Weinbergspavillon, überkuppelter klassizistischer Rundbau, um 1830",Kein Bild vorhanden,49.56183,8.155769
Roter Turm,Eistalstraße 6,Grünstadt,1200!13. oder 14. Jahrhundert,"Bruchstein-Rundturm der mittelalterlichen Ortsbefestigung, 13. oder 14. Jahrhundert",Kein Bild vorhanden,49.577317,8.161066
Reinhardsmühle,Kappelstraße 21,Grünstadt,1700!18. und 19. Jahrhundert,"vierflügelige Anlage, 18. und 19. Jahrhundert; eingeschossiges Wohnhaus mit Krüppelwalmdach über Hochkeller, 18. Jahrhundert, spätklassizistisches Wohnhaus, 1839 mit älteren Teilen, bezeichnet 1713",Kein Bild vorhanden,49.580387,8.163602
Kelterhaus,Langgasse 2,Grünstadt,1500!16. Jahrhundert,"Kelterhaus, scheunenartiger Bruchsteinbau, 16. Jahrhundert",Kein Bild vorhanden,49.577934,8.162283
Winzerhaus,Langgasse 12,Grünstadt,1400!15. Jahrhundert,"Winzerhaus, im Kern gotischer Krüppelwalmdachbau, 15. Jahrhundert; ortsbildprägend",Kein Bild vorhanden,49.578123,8.162168
Kelleranlagen,"Langgasse, unter Nr. 14 und 16",Grünstadt,1500!16. oder 17. Jahrhundert,"vier parallel liegende tonnengewölbte Keller sowie Gewölbe unter Nr. 16, eventuell aus dem 16. oder 17. Jahrhundert",Kein Bild vorhanden,49.578127,8.161802
Spolie,"Langgasse, an Nr. 19",Grünstadt,1724,"Spolie, Schlussstein mit Küferzeichen, bezeichnet 1724",Kein Bild vorhanden,49.57809,8.161116
Pforte,"Langgasse, an Nr. 25",Grünstadt,1500!erste Hälfte des 16. Jahrhunderts,"Pforte, wohl aus der ersten Hälfte des 16. Jahrhunderts, Türblatt 18. Jahrhundert",//commons.wikimedia.org/wiki/Category:Evangelische_Pfarrkirche_(Asselheim),49.57841,8.160701
Winzerhof,Langgasse 27,Grünstadt,1800!erste Hälfte des 19. Jahrhunderts,"Winzerhof, stattliche Hofanlage; Torhausbau, klassizistische Motive, erste Hälfte des 19. Jahrhunderts",Kein Bild vorhanden,49.578543,8.16085
Winzerhof,Langgasse 32,Grünstadt,1850!zweite Hälfte des 19. Jahrhunderts,"Winzerhof, stattliche Hofanlage, zweite Hälfte des 19. Jahrhunderts; Torhausbau, klassizistische Motive, 1887 und um 1883; Scheune 1872 mit älteren Teilen, Keller bezeichnet 1723; straßenbildprägend",Kein Bild vorhanden,49.578547,8.160981
Spolie,"Langgasse, an Nr. 36",Grünstadt,1736,"Spolie, Schlussstein mit Küferzeichen, bezeichnet 1736",Kein Bild vorhanden,49.578872,8.16081
Wohnhaus,Langgasse 37,Grünstadt,1708,"spätbarocker Walmdachbau, teilweise Fachwerk, bezeichnet 1708",Kein Bild vorhanden,49.579091,8.160513
Kriegerdenkmal 1870/71,"Langgasse, vor Nr. 38",Grünstadt,1913,"Kriegerdenkmal 1870/71, behelmter Sandsteinsockel und -becken, bezeichnet 1913",Kein Bild vorhanden,49.579033,8.160758
Dorf- oder Deckersche Mühle,Langgasse 39,Grünstadt,1825!18. Jahrhundert,"Wohnhaus der ehemaligen Dorf- oder Deckerschen Mühle; Krüppelwalmdachbau, teilweise Fachwerk, wohl aus dem 18. Jahrhundert; Spolie bezeichnet 1825",Kein Bild vorhanden,49.5788,8.160089
Architekturteile,"Langgasse, an Nr. 43",Grünstadt,1500!16. oder 17. Jahrhundert,"Architekturteile, Renaissancepforte, 16. oder 17. Jahrhundert; spätbarocke Fenstereinfassungen, 18. Jahrhundert",Kein Bild vorhanden,49.579168,8.160181
Wohnhaus,Langgasse 59,Grünstadt,1750!Mitte des 18. Jahrhunderts,"Fachwerkhaus, teilweise massiv, Mitte des 18. Jahrhunderts",Kein Bild vorhanden,49.580186,8.160407
Protestantische Pfarrkirche,Ostergasse 6,Grünstadt,1200!13. Jahrhundert,"runder Turm, Erdgeschoss wohl aus dem 13. Jahrhundert, oberstes Geschoss wohl aus dem 16. Jahrhundert; Chor und Schiff spätgotisch, bezeichnet 1470, im Kern älter; vor der Kirche Grabplatte 14. Jahrhundert; Kriegerdenkmal 1914/18, Soldat, um 1935; Nr. 4 ehemaliges Pfarrhaus, Krüppelwalmdachbau, 1776, Hoftor bezeichnet 1732",Kein Bild vorhanden,49.57857,8.162214
Kelterhaus,Ostergasse 7,Grünstadt,,"ehemaliges Kelterhaus mit Keller, kleiner Bruchsteinbau",Kein Bild vorhanden,49.57831,8.161702
Kelterhaus,Ostergasse 9,Grünstadt,1604,"Ehemaliges Kelterhaus; eingeschossiger Bau, bezeichnet 1604, Fachwerk 18. Jahrhundert",Kein Bild vorhanden,49.578399,8.161768
Keller,"Ostergasse, an Nr. 10",Grünstadt,1497,"Keller, Pforte bezeichnet 1497",Kein Bild vorhanden,49.578654,8.162022
Wohnhaus,Ostergasse 11,Grünstadt,1709!,"Torhausbau, teilweise Fachwerk, bezeichnet 1709 mit älteren Teilen (vor 1689)",Kein Bild vorhanden,49.578674,8.161705
Protestantisches Pfarrhaus,Weinstraße 11,Grünstadt,1912,"eingeschossiger Krüppelwalm-Mansarddachbau, Reformarchitektur, 1912, Architekt Peter Heisel",Kein Bild vorhanden,49.578505,8.16302
Kilometerstein,an der Straße von Bockenheim an der Weinstraße kurz nach der Abzweigung von der Deutschen Weinstraße,Grünstadt,,"Kilometerstein, konischer Säulenstumpf",Kein Bild vorhanden,49.583386,8.167051
Neuer Friedhof,nördlich des Ortes; Flur Elf Morgen,Grünstadt,1905,"von Sandsteinquadermauer eingefasstes, 1905 angelegtes Areal; sechs Grabsteine, 1860/1870er Jahre sowie Grabmal Eheleute Zimmermann († 1898 und 1919) und wiederverwendetes Grabmal Eheleute Eibel, Jugendstil, 1910",,49.584955,8.159182
Stephanskirchhof,nördlich des Ortes; Flur Bei St. Stephan,Grünstadt,,"Reste des alten Friedhofs, von Bruchsteinmauer eingefasstes, bis 1905 belegtes Areal; Grabstein L. L. Weber, frühes 18. Jahrhundert, weitere Grabsteine des 19. Jahrhunderts",,49.588155,8.158552
Spolien,"Angelgasse, an Nr. 2",Grünstadt,1705!ab 1705,"zwei Volutensteine, einer bezeichnet 1705, zwei Wappensteine, einer bezeichnet 1713, Türsturz bezeichnet 1861",,49.548482,8.159381
Mauer,"Angelgasse, zu Nr. 5",Grünstadt,1500!16. oder 17. Jahrhundert,"Bruchsteinhofmauer mit Pforte, 16. oder 17. Jahrhundert; Wandbrunnen; ehemaliger Grenzstein",,49.548338,8.159593
Protestantische Pfarrkirche,Kirchgasse 7,Grünstadt,1725,"barocker Saalbau, bezeichnet 1725, neugotischer Turm, 1836; umfriedeter ehemaliger Kirchhof mit Grabsteinen des 17. bis 19. Jahrhunderts",,49.547135,8.156895
Protestantischer Pfarrhof mit ehemaliger Zehntscheune,Kirchgasse 9/11,Grünstadt,1500!16. bis 18. Jahrhundert,"Protestantischer Pfarrhof mit ehemaliger Zehntscheune; stattliche Hofanlage mit Krüppelwalmdachbauten, 16. bis 18. Jahrhundert; Einfahrtstor bezeichnet 1582, Wohnhaus 1783–86, Scheune bezeichnet 1720, ehemalige Zehntscheune bezeichnet 1725",,49.547379,8.156934
Spolie,"Leiningerstraße, an Nr. 22",Grünstadt,1300!14. oder 15. Jahrhundert,"Spolie, gotische Pforte, 14. oder 15. Jahrhundert",,49.548383,8.161029
Schulhaus,Leiningerstraße 58,Grünstadt,1908,"Ehemaliges Schulhaus; zweiteiliger Gruppenbau in barockisierendem Heimat- oder Landhausstil, bezeichnet 1908",,49.546263,8.155599
Pumpbrunnen,Rathausstraße,Grünstadt,1800!19. Jahrhundert,"Pumpbrunnen, Sandsteintrog, Gusseisen-Brunnenstock, 19. Jahrhundert",,49.548649,8.157049
Portalsturz,"Rathausstraße, an Nr. 1",Grünstadt,1601,"Portalsturz, bezeichnet 1601",,49.546691,8.157619
Wohnhaus,Rathausstraße 3,Grünstadt,1750!Mitte des 18. Jahrhunderts,"stattlicher barocker Mansardwalmdachbau, Mitte des 18. Jahrhunderts",,49.546865,8.157552
Winzerhof,Rathausstraße 14,Grünstadt,1700!18. Jahrhundert,"Winzerhof, Vierseithof; zweiteiliger Torhausbau, 18. Jahrhundert und 1874, Kellerpforte bezeichnet 1595",,49.547539,8.157473
Rat- und Schulhaus,Rathausstraße 15/17,Grünstadt,1749,"Nr. 15 stattlicher spätbarocker Krüppelwalmdachbau, bezeichnet 1749, mit Renaissance-Rundbogentor um 1600, ehemaliger Prangerring und Sandsteinrelief, überdachte Außentreppe; Nr. 17 spätklassizistisches Schulhaus, bezeichnet 1879",,49.547424,8.157377
Torbogen,"Rathausstraße, an Nr. 20",Grünstadt,1594,"reicher Renaissancetorbogen, bezeichnet 1594",,49.547942,8.157358
Katholische Kirche St. Stephan,Untertorstraße 8,Grünstadt,1100!12. oder 13. Jahrhundert,"neugotischer Saalbau, 1888/89, Flankenturm aus dem 12. oder 13. Jahrhundert, Chor und Katharinenkapelle 14. Jahrhundert; ehemaliger Friedhof, in der umgebenden Mauer barocke Grabkreuze, davor zwei Grabkreuze, neugotischer Grabstein",,49.548931,8.159919
Torpfeiler,"Untertorstraße, an Nr. 17",Grünstadt,1578,"Hoftorpfeiler, bezeichnet (1)578",,49.548268,8.158878
Dreiseithof,Untertorstraße 22,Grünstadt,1775!spätes 18. Jahrhundert,"stattlicher Dreiseithof, spätes 18. Jahrhundert; eingeschossiger breitgiebliger Krüppelwalm-Mansarddachbau, teilweise Fachwerk, verputzt, bezeichnet 1789",,49.548524,8.158781
Kriegerdenkmal,"Untertorstraße, neben Nr. 23",Grünstadt,1928,"Kriegerdenkmal 1914/18 und 1939/45, 1928 ummauerter Hof; reliefierter Sandsteinblock, Namenstafeln",,49.548268,8.158483
Friedhof,südlich des Ortes; Flur An der Oberen Pforte,Grünstadt,1852,"1852 angelegtes umfriedetes Areal; Friedhofskreuz 1872; Grabmäler: G. C. Simon († 1852) Urne, J. Heckmann, Ädikula; Familie Simon (ab 1894), Neurenaissance; Familie Johannes Hammer II (ab 1916), galvanoplastisches Relief",,49.546119,8.15946
Denkmalzone Alter Friedhof,Bahnhofstraße,Haßloch,1767,"1767 angelegt, mehrmals erweitert; auf drei Seiten von einer Mauer eingefasst; monumentales Kriegerdenkmal 1870/71, 1914/18 und 1939/45, 1958 von Franz Lind, Freinsheim; spätbarockes Friedhofskreuz, bezeichnet 1749 (?); Kriegerdenkmal 1914/18, Gelbsandstein, Metallkorpus; Grabmäler: Familie Sauerbrunn, Muschelkalk, 1920er Jahre von A. Jausel, Haßloch; Familie Schwarz-Münch, neuklassizistisch, 1930er Jahre; Familie Berrsche, Galvanoplastik, 1883 von Villeroy & Boch, Merzig; E. Anicker († 1908), Jugendstil, um 1910; Familie Brauch, Granit und Galvanorelief, um 1910/20; A. Trautwein († 1914), Muschelkalk; spätbarocke Grabplatte, 18. Jahrhundert; Ph. H. Gutwein († 1833), spätklassizistisch; Chr. und Elisabetha Haß († 1854), spätklassizistisches Kindergrabmal",Kein Bild vorhanden,49.365369,8.253562
Denkmalzone Heinrich-Brauch-Straße,Heinrich-Brauch-Straße 2-12,Haßloch,1925!um 1925,"durch Hoftore miteinander verbundene giebelständige Heimatstilbauten, um 1925",//commons.wikimedia.org/wiki/Category:J%C3%BCdischer_Friedhof_Ha%C3%9Floch,49.3647,8.2577
Denkmalzone Jüdischer Friedhof,"im Norden des Ortes, zwischen Dr.-Siebenpfeiffer-Straße, Maximilian- und Ludwigstraße",Haßloch,1846,"1846 angelegt, 1862/63, 1876, 1892 und 1922 erweitert, Sandsteinmauer 19. Jahrhundert; spätklassizistische und historistische Grabsteine",Kein Bild vorhanden,49.366955,8.249088
Denkmalzone Ortskern,"Am Jahnplatz 2, 3 a, 4, Bahnhofstraße 1a, 1b, 2, Burggraben 3, Deidesheimer Weg 2, 2a, Gillergasse 1-41, Kirchgasse 1-5, 7-33, 37-44 a, Krämergasse 2, 3, 4 a, 4 b, Langgasse 19-56, 58-66, 68, 70-77, 79-89 (ungerade Nummern), 90-112, 115, 117 a-119, 122-125, 126-136 (gerade Nummern), 137-175b, 177, 180-183, Leo-Loeb-Straße 6, 8, 11, 13, Ohliggasse 1-3, 5-7, 9-14, Parkstraße 1, Pfaffengasse 2, Pfarrgasse 1-6, 8-25, 27 a-29 a, Rösselgasse 1-1 a, 2, 5, Schillerstraße 1, 1 a, 19, 23, Taubengasse 1, 23",Haßloch,,"Vom großflächig sich ausbreitenden Dorf der gut erhaltene barocke Teil mit Oberdorf und Unterdorf, geschlossene Bebauung mit Dreiseit- und Hakenhöfen mit Scheunenkranz und Hausgärten, Kirchen, Schulen, jüdischem Lehrerhaus, Rathaus, Bebauung zum Teil bis ins 16. Jahrhundert zurückreichend",Kein Bild vorhanden,49.363255,8.255762
Denkmalzone Langgasse,"Langgasse 101-175a (ungerade Nummern), 102-180 (gerade Nummern)",Haßloch,,"Ensemble von Haus-Hofanlagen, zumeist aus dem 18. Jahrhundert",Kein Bild vorhanden,49.363501,8.262713
Dreiseithof,Bahnhofstraße 18,Haßloch,1886,"Dreiseithof; historisierender Krüppelwalmdachbau, 1886, Erweiterung 1904, straßenbildprägend; Vorbehalt, Fachwerkbau mit Krüppelwalmdach, wohl frühes 19. Jahrhundert",Kein Bild vorhanden,49.364705,8.25618
Fassade,"Bahnhofstraße, an Nr. 22",Haßloch,1744,"Giebelfassade mit Zierfachwerk, bezeichnet 1744",Kein Bild vorhanden,49.364977,8.255799
Wohnhaus,Bahnhofstraße 25,Haßloch,1901,"Villenartiges Wohnhaus, gründerzeitlicher Ziegelbau, 1901",Kein Bild vorhanden,49.365045,8.256136
Protestantisches Pfarrhaus,Bahnhofstraße 27,Haßloch,1907,"Protestantisches Pfarrhaus; kubischer Walmdachbau, Reformarchitektur, 1907, Architekt Michael Miller, Kaiserslautern",Kein Bild vorhanden,49.365342,8.256023
Wohnhaus,Bahnhofstraße 44,Haßloch,1907!1907/08,"Anspruchsvolles villenartiges Wohnhaus im Landhausstil, 1907/08, Architekt Handrich, Haßloch; rückwärtig Wirtschaftsgebäude",Kein Bild vorhanden,49.366955,8.255000
Dreiseithof,Forstgasse 4,Haßloch,1719,"Dreiseithof, ehemals bezeichnet 1719; Fachwerkwohnhaus mit Krüppelwalmdach, Scheune bezeichnet 1776, Vorbehalt, Fachwerkbau mit Krüppelwalmdach, 1857, Keller bezeichnet 1817; ortsbildprägend",Kein Bild vorhanden,49.362413,8.265831
Hakenhof,Forstgasse 23,Haßloch,1752,"Hakenhof; eineinhalbgeschossiges Fachwerkwohnhaus, bezeichnet 1752, Stall bezeichnet 1863; straßenbildprägend",Kein Bild vorhanden,49.361442,8.265897
Hakenhof,Forstgasse 28,Haßloch,1800!Anfang des 19. Jahrhunderts,"Hakenhof; Fachwerkwohnhaus mit Krüppelwalmdach, Anfang des 19. Jahrhunderts, Fachwerkscheune",Kein Bild vorhanden,49.36117,8.265983
Dreiseithof,Forstgasse 70/71,Haßloch,1775!spätes 18. Jahrhundert,"Dreiseithof, spätes 18. Jahrhundert; eineinhalbgeschossiges spätbarockes Wohnhaus, teilweise Fachwerk, bezeichnet 1782, Vorbehalt, eineinhalbgeschossiger Fachwerkbau",Kein Bild vorhanden,49.358731,8.266233
Jüdisches Lehrerwohnhaus,Gillergasse 1,Haßloch,1908,"Ehemaliges jüdisches Lehrerwohnhaus mit Schulsaal; eingeschossiger Winkelbau mit Mansarddach, Landhaus- und Heimatstil-Motive, 1908",Kein Bild vorhanden,49.362137,8.261893
Dreiseithof,Gillergasse 9,Haßloch,1700!18. Jahrhundert,"Dreiseithof; stattliches Wohnhaus, teilweise Fachwerk, 18. Jahrhundert, Toranlage bezeichnet 1732",Kein Bild vorhanden,49.361219,8.262144
Wohnhaus,Gillergasse 10,Haßloch,1807,"Wohnhaus, teilweise Fachwerk, 1807, Vorbehalt, Hoftor bezeichnet 1805, Fachwerkscheune",Kein Bild vorhanden,49.361197,8.261866
Ältestes Haus,Gillergasse 11,Haßloch,1500!16. bis 18. Jahrhundert,"Dreiseithof, 16. bis 18. Jahrhundert; Wohnhaus über Hochkeller bezeichnet 1599, reiches Fachwerkgeschoss, Krüppelwalmdach, Toranlage bezeichnet 1744, straßenbildprägend; Fachwerkscheune 1742",Kein Bild vorhanden,49.361047,8.262253
Dreiseithof,Gillergasse 15,Haßloch,1700!frühes 18. Jahrhundert,"Dreiseithof; Fachwerkwohnhaus mit Krüppelwalmdach, wohl aus dem frühen 18. Jahrhundert, Scheune angeblich 1772, Nebengebäude 19. Jahrhundert",Kein Bild vorhanden,49.360802,8.261947
Dreiseithof,Gillergasse 25,Haßloch,1800!19. Jahrhundert,"Dreiseithof, 19. Jahrhundert; eineinhalbgeschossiges Fachwerkwohnhaus, bezeichnet 1832, Hoftor bezeichnet 1851, Scheune angeblich 1862, Stall 1893, Waschküche",Kein Bild vorhanden,49.360171,8.262121
Hakenhof,Gillergasse 35,Haßloch,1800!frühes 19. Jahrhundert,"Hakenhof, frühes 19. Jahrhundert; eineinhalbgeschossiges Fachwerkwohnhaus, bezeichnet 1816, Hoftor bezeichnet 1828, Fachwerkscheune 1831, Stall, Erneuerung 1892",Kein Bild vorhanden,49.359492,8.262231
Dreiseithof,"Kirchgasse 38, 38a",Haßloch,1775!spätes 18. oder frühes 19. Jahrhundert,"Dreiseithof; Krüppelwalmdachbau, teilweise Fachwerk, spätes 18. oder frühes 19. Jahrhundert, Vorbehalt erste Hälfte des 19. Jahrhunderts, Scheune bezeichnet 1805; straßenbildprägend",Kein Bild vorhanden,49.360694,8.25559
Dreiseithof,Kirchgasse 41,Haßloch,1835!1835–37,"Dreiseithof, 1835–37; Krüppelwalmdachbau, teilweise Fachwerk, überbaute Torfahrt, bezeichnet 1837; Wirtschaftsgebäude 19. Jahrhundert",//commons.wikimedia.org/wiki/Category:Fronm%C3%BChle,49.360495,8.255241
Dreiseithof,Kirchgasse 42,Haßloch,1809,"Dreiseithof; eineinhalbgeschossiger Krüppelwalmdachbau, teilweise Fachwerk, bezeichnet 1809, Hoftor bezeichnet 1805, Stallscheune bezeichnet 1810, rechtsbündiger Trakt 1884",Kein Bild vorhanden,49.360433,8.255543
Dreiseithof,Kirchgasse 43,Haßloch,1800!19. Jahrhundert,"Dreiseithof, 19. Jahrhundert; nachbarocker Krüppelwalmdachbau, teilweise Fachwerk, bezeichnet 1833; straßenbildprägend; Scheune und Schuppen, bezeichnet 1844, weitere Wirtschaftsgebäude aus der zweiten Hälfte des 19. Jahrhunderts",Kein Bild vorhanden,49.360394,8.2552
Torpfosten,"Kirchgasse, an Nr. 51/53",Haßloch,,"Barocke Sandsteinpfeiler, Torpfosten",Kein Bild vorhanden,49.359794,8.255162
Dreiseithof,Kühngasse 7,Haßloch,1800!frühes 19. Jahrhundert,"Stattlicher Dreiseithof, frühes 19. Jahrhundert; eineinhalbgeschossiges Fachwerkwohnhaus, bezeichnet 1807, Vorbehalt, teilweise Fachwerk, bezeichnet 1840",Kein Bild vorhanden,49.362886,8.253016
Dreiseithof,Langgasse 20,Haßloch,1700!18. Jahrhundert,"Ehemaliger Dreiseithof; Wohnhaus, teilweise Zierfachwerk, 18. Jahrhundert, Vorbehalt mit Stall, 1905",Kein Bild vorhanden,49.363399,8.250297
Dreiseithof,Langgasse 25,Haßloch,1800!19. Jahrhundert,"Dreiseithof, 19. Jahrhundert; Fachwerkwohnhaus mit Krüppelwalmdach, bezeichnet 1829, Torfahrt bezeichnet 1832; straßenbildprägend",,49.363577,8.250672
Dreiseithof,Langgasse 45,Haßloch,1826,"Dreiseithof; Krüppelwalmdachbau, teilweise Fachwerk, bezeichnet 1826; straßenbildprägend; Backstein-Stall, bezeichnet 1909",,49.363602,8.25256
Dreiseithof,Langgasse 47,Haßloch,1700!18. Jahrhundert,"Dreiseithof, 18. Jahrhundert; Fachwerkwohnhaus (Sandsteinblock) bezeichnet 1728, Altenteil, Krüppelwalmdachbau, vor 1865, Fachwerkscheune; das Wohnhaus wurde im November/Dezember 2012 abgerissen",,49.363591,8.252829
Dreiseithof,Langgasse 49,Haßloch,1700!18. Jahrhundert,"Dreiseithof; eineinhalbgeschossiges Wohnhaus, teilweise Fachwerk, 18. Jahrhundert, Torfahrt bezeichnet 1757, eineinhalbgeschossiger barocker Vorbehalt, wohl von 1757",,49.36357,8.253108
Torfahrt,"Langgasse, an Nr. 61",Haßloch,1600!17. Jahrhundert,"Torfahrt, bezeichnet 1763, jedoch aus dem 17. Jahrhundert",,49.363521,8.25427
Dreiseithof,Langgasse 62,Haßloch,1740,"Stattlicher Dreiseithof, bezeichnet 1740; barocker Walmdachbau, Vorbehalt; im Hof Immaculata, 18. Jahrhundert",,49.363336,8.254508
Tanzsaal,"Langgasse, zu Nr. 66",Haßloch,1900!frühes 20. Jahrhundert,"im Hof zweigeschossiger ehemaliger Tanzsaal der Brauerei Löwer, frühes 20. Jahrhundert mit Veränderungen um 1925",,49.3630,8.2550
