Zehnthofstraße 19,Zehnthofstraße 19, Leutesdorf,,"Fachwerkhaus, teilweise massiv, erste Hälfte des 16. Jahrhunderts",,50.451241,7.383471,
Zehnthofstraße 24,Zehnthofstraße 24, Leutesdorf,,"schmales Fachwerkhaus, teilweise massiv, 17. Jahrhundert",,50.451186,7.383939,
Zehnthofstraße 26,Zehnthofstraße 26, Leutesdorf,,"stattlicher Krüppelwalmdachbau, Bruchstein, Basaltsteineinfassungen, teilweise Fachwerk",,50.451205,7.383807,
nordwestlich der Ortslage an der Straße nach Hammerstein,nordwestlich der Ortslage an der Straße nach Hammerstein, Leutesdorf,,"Hubertusburg; Hofanlage; Wohnhaus im Landhausstil, 1902",,50.453223,7.382651,
nordwestlich der Ortslage im Weinberg (Werner-Hammschlag-Weg),nordwestlich der Ortslage im Weinberg (Werner-Hammschlag-Weg), Leutesdorf,,"sogenanntes Hochkreuz; neugotische Kreuzigungsgruppe, bezeichnet 1856",,50.453223,7.382651,
Böhmenseite 14,Böhmenseite 14, Linkenbach,,"Hofanlage; Fachwerkhaus, teilweise massiv, teilweise verschiefert, 18. Jahrhundert, Fachwerkscheune, teilweise massiv, 18. Jahrhundert",,50.5717,7.5505,
Hochstraße 7,Hochstraße 7, Linkenbach,,"verputztes Fachwerk-Quereinhaus (?), wohl aus dem 17. oder 18. Jahrhundert",,50.57336,7.5532,
Hochstraße 9,Hochstraße 9, Linkenbach,,"Fachwerkhaus, verkleidet, wohl aus dem 17. oder 18. Jahrhundert",,50.57354,7.5533,
Denkmalzone Altstadt,Denkmalzone Altstadt, Linz am Rhein,,"Gebiet innerhalb der ehemaligen, nur noch teilweise oberirdisch erhaltenen Stadtmauer sowie das der Stadtmauer nördlich vorgelagerte, erst seit dem späten 19. Jahrhundert heterogen bebaute Gelände bis zur Straße Am Sändchen",,50.570309,7.286256,
Denkmalzone Jüdischer Friedhof (Im Wolfsacker),Denkmalzone Jüdischer Friedhof (Im Wolfsacker), Linz am Rhein,,"etwa 110 Grabsteine, 1855 eröffnet",,50.569684,7.289318,
Denkmalzone Kirchstraße 1–13,Denkmalzone Kirchstraße 1–13, Linz am Rhein,,"kennzeichnendes, von Fachwerkbauten maßgeblich des 17. Jahrhunderts gesäumtes Straßenbild",,50.565599,7.281604,
Denkmalzone Oberlöh 4–12 (nur gerade Nummern),Denkmalzone Oberlöh 4–12 (nur gerade Nummern), Linz am Rhein,,"Gruppe aus fünf Villen auf der Westseite der 1902 angelegten Straße, mit meist bauzeitlicher Vorgarteneinfriedung, wohl zwischen 1905 und 1925",,50.570309,7.286256,
Denkmalzone Schloss Rennenberg,Denkmalzone Schloss Rennenberg, Linz am Rhein,,"klassizistisches Hauptgebäude, sieben zu vier Achsen, dreiseitig angeordnete Wirtschaftsgebäude; Gesamtanlage mit Wiesenrondell und Begräbnisstätte der Herren von Rennenberg, 1846; Landschaftspark",,50.570309,7.286256,
"↑ a b c d Kreisverwaltung Neuwied, Untere Denkmalschutzbehörde (Hrsg.)","↑ a b c d Kreisverwaltung Neuwied, Untere Denkmalschutzbehörde (Hrsg.)", Linz am Rhein,,"H. Mattar & E. Scheler. Architekten des „Heimatstils“ und ihre Bauten in Linz und in Neuwied. Neuwied 2001, ISBN 3-920388-95-X.",,50.570309,7.286256,
Stadtsparkasse Linz am Rhein (Hrsg.),Stadtsparkasse Linz am Rhein (Hrsg.), Anton und Anita Rings,, Linz am Rhein,"Häuser und Menschen in Linz. Ein Beitrag zur Sozialtopographie der Linzer Altstadt, 2002.",50.570309,7.286256,
Wikipedia,Wikipedia, Linz am Rhein,,ilderwunsch an bestimmtem Ort,,50.570309,7.286256,
"Hauptstraße, Kirchstraße","Hauptstraße, Kirchstraße", Marienhausen,,"Katholische Pfarrkirche Mariä Geburt; malerisch gestaffelter Putzbau, bezeichnet 1923",,,,
Friedrichstraße 14,Friedrichstraße 14, Meinborn,,"Fachwerkhaus, teilweise massiv, 18. Jahrhundert",,50.494584,7.560567,
Am Förderturm,Am Förderturm, Melsbach,,"Förderturm des stillgelegten Tonbergwerks der Dr. C. Otto & Comp., errichtet 1938/1939",,50.483415,7.482007,
Kreuzgasse 1,Kreuzgasse 1, Melsbach,,"Fachwerkhaus, teilweise massiv, erste Hälfte des 18. Jahrhunderts",,50.48942,7.479466,
Mittelstraße 10,Mittelstraße 10, Melsbach,,"Fachwerkhaus, teilweise massiv, erste Hälfte des 18. Jahrhunderts",,50.48949,7.48032,
Mittelstraße 15,Mittelstraße 15, Melsbach,,"Fachwerkhaus, angeblich von 1719; Gesamtanlage mit Fachwerkwohnteil, Fachwerkscheune und Stall, 19. Jahrhundert",,50.489776,7.48132,
Oberbieberer Straße 1,Oberbieberer Straße 1, Melsbach,,"Fachwerkhaus, teilweise massiv und verkleidet, bezeichnet 1722",,50.48935,7.481186,
Oberbieberer Straße 5,Oberbieberer Straße 5, Melsbach,,"Fachwerkhaus, teilweise massiv, angeblich von 1722, Fachwerk teilweise noch aus dem 17. Jahrhundert",,50.488788,7.481472,
südlich des Ortes an der Straße nach Neuwied,südlich des Ortes an der Straße nach Neuwied, Melsbach,,Ruine der Kreuzkapelle, Mauerreste eines nachmittelalterlichen Bruchsteinsaals,50.487869,7.47672,
Hauptstraße 17,Hauptstraße 17, Neustadt (Wied),,"Fachwerkhaus, teilweise massiv, 18. Jahrhundert",,50.623279,7.429806,
Brüchen 19,Brüchen 19, Neustadt (Wied),,"Fachwerk-Quereinhaus, angeblich von 1707",,50.637253,7.418643,
Bühlinger Straße 34,Bühlinger Straße 34, Neustadt (Wied),,"Fachwerk-Quereinhaus, 18. Jahrhundert",,50.632703,7.434291,
(bei) Thalhof 30,(bei) Thalhof 30, Neustadt (Wied),,"Fachwerkhaus einer Hofanlage, wohl aus der ersten Hälfte des 19. Jahrhunderts",,50.628754,7.441211,
Dinkelbach 6,Dinkelbach 6, Neustadt (Wied),,"stattliches Fachwerk-Quereinhaus, wohl noch aus dem 17. Jahrhundert",,50.613252,7.398649,
"Ehrenberg 9, an der K 35","Ehrenberg 9, an der K 35", Neustadt (Wied),,"Fachwerkhaus mit Niederlass, 18. Jahrhundert",,50.63205,7.41777,
"Antoniusstraße, an der Abzweigung der Schulstraße","Antoniusstraße, an der Abzweigung der Schulstraße", Neustadt (Wied),,"Katholische Antoniuskapelle; kleiner barocker Saalbau, 1680",,50.62928,7.409375,
Kirchhell,Kirchhell, Neustadt (Wied),,"Katholische Kapelle St. Maria Mater Dolorosa; fünfachsiger romanisierender Bruchsteinsaal, 1911/12 ??",,50.596974,7.444202,
Zur Linde 2,Zur Linde 2, Neustadt (Wied),,"Fachwerkhaus mit Niederlass, um 1700",,50.60737,7.435929,
Kodden 20,Kodden 20, Neustadt (Wied),,"regionaltypisches Fachwerkhaus, spätes 19. Jahrhundert",,50.612923,7.398193,
Kodden 24,Kodden 24, Neustadt (Wied),,"Fachwerkhaus, 18. Jahrhundert",,50.608533,7.402249,
Kodden 52,Kodden 52, Neustadt (Wied),,"Fachwerkhaus, teilweise verkleidet, 18. Jahrhundert",,50.613289,7.399803,
Oberhoppen 27,Oberhoppen 27, Neustadt (Wied),,"Wohnteil eines Fachwerk-Quereinhauses, teilweise massiv, verkleidet, wohl aus dem 17. oder 18. Jahrhundert",,50.605285,7.386195,
am Ortsausgang Richtung Niederhoppen,am Ortsausgang Richtung Niederhoppen, Neustadt (Wied),,"Scheune, Fachwerkscheune, Ständerbau, Gefache ausgemauert, 19. Jahrhundert",,50.620833,7.428889,
(bei) Prangenberg 7,(bei) Prangenberg 7, Neustadt (Wied),,"Wegekapelle, tonnengewölbter Putzbau, 19. Jahrhundert",,50.638029,7.396051,
Kurstraße 35,Kurstraße 35, Neustadt (Wied),,"kleines Fachwerkhaus, teilweise massiv, eventuell noch aus dem 17. Jahrhundert",,50.597665,7.403834,
Ortsbefestigung,Ortsbefestigung, Neuwied (Außenbereiche),,fast vollständig erhaltene Umwehrung mit rechteckigen und runden Türmen,,,,
Am Brückenstein,Am Brückenstein, Neuwied (Außenbereiche),,"Straßenbrücke, zweibogig, Bruchstein, 19. Jahrhundert",,50.48142,7.471346,
Burgtorstraße,Burgtorstraße, Neuwied (Außenbereiche),,"Evangelische Pfarrkirche; Saalbau; Chor aus dem dritten Viertel des 15. Jahrhunderts, Schiff, Portal und Vorhalle von 1689; Gesamtanlage mit Pfarrhaus (Burgtorstraße 9): fünfachsiger Putzbau, erste Hälfte des 19. Jahrhunderts",,50.482992,7.466281,
Burgtorstraße 2,Burgtorstraße 2, Neuwied (Außenbereiche),,"Fachwerkhaus, teilweise massiv, 18. Jahrhundert",,50.482979,7.467156,
Burgtorstraße 3,Burgtorstraße 3, Neuwied (Außenbereiche),,"ehemalige Schule, 1886/87",,50.482729,7.467096,
Burgtorstraße 4,Burgtorstraße 4, Neuwied (Außenbereiche),,"Fachwerkhaus, teilweise massiv, 17. oder 18. Jahrhundert",,50.482938,7.466813,
Burgtorstraße 6,Burgtorstraße 6, Neuwied (Außenbereiche),,"Fachwerkhaus, teilweise massiv, verkleidet, wohl aus dem 17. oder 18. Jahrhundert",,50.482967,7.466625,
Oberstraße 3,Oberstraße 3, Neuwied (Außenbereiche),,"Wohnhaus mit rechtwinklig angebautem Fachwerktrakt, spätes 19. Jahrhundert",,50.483313,7466,
Denkmalzone ehemaliges kurfürstliches Schloss,Denkmalzone ehemaliges kurfürstliches Schloss, Neuwied (Außenbereiche),,"zweieinhalbgeschossiger, siebzehnachsiger Mansarddachbau, dreiachsige Seitenflügel, Mittelrisalite, 1759–62, Hofbaumeister Johannes Seiz; Ehrenhof mit schmiedeeisernen Gittern, Sandsteinpfeilern nach Seiz-Entwurf, Sandsteinskulpturen von Johann Feill; zwei Wachthäuschen; am Rheinufer sogenanntes von Speesche Haus, Mansarddachbau, sieben zu sieben Achsen, um 1770; sogenannter Grauer Turm, siehe Stadtbefestigung",,,,
"Stadtbefestigung; um 1370, im Unterbau der Häuser; sogenannter Grauer Turm (westlich des Schlosses)","Stadtbefestigung; um 1370, im Unterbau der Häuser; sogenannter Grauer Turm (westlich des Schlosses)", Neuwied (Außenbereiche),,"Bruchsteinrundturm; ehemaliger Wehrturm (am Nordrand des katholischen Friedhofs): dreigeschossiger Bruchsteinbau auf trapezförmigem Grundriss, Dach mit Glockendachreiter angeblich von 1778; sogenanntes Duckesje (Klosterstraße, südlich der katholischen Pfarrkirche): zweigeschossiger Rundturm mit Kegeldach",,,,
Alte Schloßstraße 3,Alte Schloßstraße 3, Neuwied (Außenbereiche),,"ehemaliges Rathaus; Krüppelwalmdachbau, teilweise Fachwerk, 1642",,,,
Alte Schloßstraße 5,Alte Schloßstraße 5, Neuwied (Außenbereiche),,"Gasthaus Schloßschenke; teilweise Fachwerk, angeblich von 1621, eher von 1691",,,,
Alte Schloßstraße 27,Alte Schloßstraße 27, Neuwied (Außenbereiche),,"Wohn- und Gasthaus; repräsentativer zweiflügliger Putzbau, im Kern wohl aus dem ersten Viertel des 19. Jahrhunderts",,,,
Am alten Rathaus 1,Am alten Rathaus 1, Neuwied (Außenbereiche),,"Fachwerkhaus, teilweise massiv, Krüppelwalmdach, bezeichnet 1756",,50.423062,7.544127,
Am Heinrichhaus 2,Am Heinrichhaus 2, Neuwied (Außenbereiche),,"sogenanntes Meisterhaus; repräsentativer dreigeschossiger barockisierender Putzbau, um 1905/10",,50.422458,7.543961,
"Am Heinrichhaus 9, Helle 2, Untere Rheinstraße 9","Am Heinrichhaus 9, Helle 2, Untere Rheinstraße 9", Neuwied (Außenbereiche),,"Fachwerkhaus, 17. Jahrhundert; Helle 2: teilweise massiv erneuert, teilweise verbrettertes Fachwerk, teilweise verschiefert, wohl älter; an der Hausecke wohl Reste eines Stadtmauerturms",,,,
Bendorfer Straße,Bendorfer Straße, Neuwied (Außenbereiche),,"Pestkapelle St. Sebastian, bezeichnet 1662",,50.423786,7.549777,
Bendorfer Straße 32,Bendorfer Straße 32, Neuwied (Außenbereiche),,"Zeilenwohnhaus, Klinkerfassade, kurz nach 1900",,50.423852,7.551553,
Dietrich-Bonhoeffer Straße,Dietrich-Bonhoeffer Straße, Neuwied (Außenbereiche),,"Evangelische Pfarrkirche; neuspätgotischer Bau, 1900/02",,50.422805,7.549167,
Falksgasse 5/7,Falksgasse 5/7, Neuwied (Außenbereiche),,"Fachwerkhaus, teilweise massiv und verputzt, im Kern wohl noch aus dem 16. Jahrhundert",,50.423994,7.54349,
Jakobusstraße,Jakobusstraße, Neuwied (Außenbereiche),,"Katholische Pfarrkirche St. Martin; neuspätromanische Säulenbasilika, Backstein und Tuff, 1897/98; auf dem Friedhof Kriegerdenkmal 1870/71, bezeichnet 1897; ehemaliger Wehrturm der Stadtbefestigung (Nordrand des Friedhofs), siehe dort",,,,
Klosterstraße 12,Klosterstraße 12, Neuwied (Außenbereiche),,"Heidenmäuerchen, römischer Burgus; wohl keine obertägigen Reste erhalten",,50.42167,7.5487,
Klosterstraße 17a,Klosterstraße 17a, Neuwied (Außenbereiche),,"spätklassizistische Villa, um 1860",,50.42189,7.54939,
Mühlhofer Straße 31,Mühlhofer Straße 31, Neuwied (Außenbereiche),,"Bahnhof; spätklassizistischer Typenbau, um 1860/70",,,,
Sayner Landstraße 20,Sayner Landstraße 20, Neuwied (Außenbereiche),,"villenartiges Wohnhaus; eingeschossiger Mansarddachbau, zweifarbige Klinkerfassaden, um 1900",,50.42826,7.54822,
Weiser Straße,Weiser Straße, Neuwied (Außenbereiche),,"Wasserturm, bezeichnet 1900",,50.430259,7.546211,
Weiser Straße 18,Weiser Straße 18, Neuwied (Außenbereiche),,"Mehrfamilienwohnhaus, repräsentativer sechzehnachsiger Putzbau, Reformarchitektur, um 1920",,50.429574,7.546331,
westlich der Ortslage,westlich der Ortslage, Neuwied (Außenbereiche),,"Eisenbahnbrücke; Brückenkopf; vierbogiger Abschnitt auf drei Landpfeilern, doppeltürmiges Basalt-Brückentor, wohl vom Anfang des 20. Jahrhunderts",,,,
"





Stadtbefestigung","





Stadtbefestigung", Neuwied (Außenbereiche),,"ehemaliger Wehrturm


",,,,
"





Stadtbefestigung","





Stadtbefestigung", Neuwied (Außenbereiche),,"Duckesje


",,,,
"





Bendorfer Straße","





Bendorfer Straße", Neuwied (Außenbereiche),,"Pestkapelle St. Sebastian


",,50.423786,7.549777,
"





Dietrich-Bonhoeffer Straße","





Dietrich-Bonhoeffer Straße", Neuwied (Außenbereiche),,"Evangelische Pfarrkirche


",,50.422805,7.549167,
"





Jakobusstraße","





Jakobusstraße", Neuwied (Außenbereiche),,"Katholische Pfarrkirche St. Martin


",,,,
"





Mühlhofer Straße 31","





Mühlhofer Straße 31", Neuwied (Außenbereiche),,"Bahnhof


",,,,
"





Weiser Straße","





Weiser Straße", Neuwied (Außenbereiche),,"Wasserturm


",,50.430259,7.546211,
"





westlich der Ortslage","





westlich der Ortslage", Neuwied (Außenbereiche),,"Eisenbahnbrücke


",,,,
"Denkmalzone Ortskern Fahr (Linzer Straße 27–32, Kleine Brunnengasse 3–10, Große Brunnengasse 1–4, Fahrer Straße 69–81)","Denkmalzone Ortskern Fahr (Linzer Straße 27–32, Kleine Brunnengasse 3–10, Große Brunnengasse 1–4, Fahrer Straße 69–81)", Neuwied (Außenbereiche),,"dichte, fast städtisch wirkende Bebauung mit Fachwerkhäusern, überwiegend aus dem 17. und 18. Jahrhundert",,,,
Feldkircher Straße,Feldkircher Straße, Neuwied (Außenbereiche),,"Evangelische Pfarrkirche, ehemals St. Martin; spätromanischer Pfeilerbau, erste Hälfte des 13. Jahrhunderts, um 1500 zur stufenförmigen Emporenhalle umgebaut; romanischer Taufstein, Anfang des 12. Jahrhunderts; Gesamtanlage mit Pfarrhaus: Bruchsteinbau, zweite Hälfte des 19. Jahrhunderts, und ehemaliger Gerichtsstätte",,50.45167,7.428647,
Fahrer Straße 77,Fahrer Straße 77, Neuwied (Außenbereiche),,"langgestrecktes Fachwerkhaus, teilweise massiv, bezeichnet 1682",,,,
Fahrer Straße 79,Fahrer Straße 79, Neuwied (Außenbereiche),,"Untere Mühle; Fachwerkhaus, teilweise massiv, bezeichnet 1686",,50.44598,7.41791,
Große Brunnengasse 1,Große Brunnengasse 1, Neuwied (Außenbereiche),,"Fachwerkhaus auf hohem Kellersockel, wohl aus dem 17. Jahrhundert",,50.44581,7.417392,
Große Brunnengasse 3,Große Brunnengasse 3, Neuwied (Außenbereiche),,"Fachwerkhaus, 17. oder 18. Jahrhundert",,50.446049,7.417707,
Kleine Brunnengasse 3,Kleine Brunnengasse 3, Neuwied (Außenbereiche),,"Fachwerkhaus, teilweise massiv, 18. Jahrhundert",,50.445734,7.418674,
Kleine Brunnengasse 7,Kleine Brunnengasse 7, Neuwied (Außenbereiche),,"Fachwerkhaus, teilweise massiv",,50.445766,7.418195,
Kleine Brunnengasse 10,Kleine Brunnengasse 10, Neuwied (Außenbereiche),,"stattliches Fachwerkhaus, Mansarddach, zweite Hälfte des 18. Jahrhunderts",,50.44596,7.41829,
Linzer Straße 28,Linzer Straße 28, Neuwied (Außenbereiche),,"Fachwerkhaus, teilweise massiv, 18. Jahrhundert",,50.445794,7.417032,
Linzer Straße 30,Linzer Straße 30, Neuwied (Außenbereiche),,"Rheinisches Haus; mehrteiliges Fachwerkhaus, teilweise massiv, Mittelteil bezeichnet 1584, Querbau aus dem 17. oder 18. Jahrhundert, Erweiterung unter Mansarddach in der zweiten Hälfte des 18. Jahrhunderts",,50.445725,7.417223,
An der Linde 15,An der Linde 15, Neuwied (Außenbereiche),,"Fachwerkhaus, 17. Jahrhundert",,50.45005,7.41664,
An der Linde 28,An der Linde 28, Neuwied (Außenbereiche),,Fachwerkhaus,,50.45045,7.41582,
An der Linde 32,An der Linde 32, Neuwied (Außenbereiche),,"Fachwerkhaus, teilweise massiv, 17. Jahrhundert, Fachwerkvorbau wohl etwas jünger",,50.45105,7.41678,
Karl-Marx-Straße 41,Karl-Marx-Straße 41, Neuwied (Außenbereiche),,ehemalige Burg, Stumpf eines mittelalterlichen Rundturms,50.4529,7.42319,
Karl-Marx-Straße 44,Karl-Marx-Straße 44, Neuwied (Außenbereiche),,"Fachwerkhaus, teilweise massiv, eventuell noch aus dem 17. Jahrhundert",,50.45288,7.42396,
Karl-Marx-Straße 49,Karl-Marx-Straße 49, Neuwied (Außenbereiche),,"Fachwerkhaus, teilweise massiv, verputzt, wohl aus dem 17. oder 18. Jahrhundert",,50.45336,7.42239,
Rockenfelder Straße 5,Rockenfelder Straße 5, Neuwied (Außenbereiche),,"Fachwerkhaus, um oder nach 1800",,50.45285,7.4244,
An der Marienkirche,An der Marienkirche, Neuwied (Außenbereiche),,"Katholische Pfarrkirche Maria Himmelfahrt; zweischiffige gewölbte Stufenhalle, nachgotische Formen, 1914",,50.457804,7.519924,
"Hans-Thoma-Straße, auf dem Friedhof","Hans-Thoma-Straße, auf dem Friedhof", Neuwied (Außenbereiche),,"Kriegerdenkmal 1914/18, Schauwand",,,,
nordöstlich der Ortslage,nordöstlich der Ortslage, Neuwied (Außenbereiche),,Wülfersbergkapelle, romanische Kapelle eines früheren Prämonstratenserinnenklosters mit barockem Dachreiter,,,
nordöstlich der Ortslage in der Nähe der Wülfersbergkapelle,nordöstlich der Ortslage in der Nähe der Wülfersbergkapelle, Neuwied (Außenbereiche),,"Wegekapelle; kleiner offener Putzbau, 18. oder 19. Jahrhundert",,,,
östlich der Ortslage an der Straße zur Abtei Rommersdorf,östlich der Ortslage an der Straße zur Abtei Rommersdorf, Neuwied (Außenbereiche),,"Heiligenhäuschen; rund geschlossener, verputzter Mauerblock, 18. oder 19. Jahrhundert",,,,
"





nordöstlich der Ortslage","





nordöstlich der Ortslage", Neuwied (Außenbereiche),,"Wülfersbergkapelle


",,,,
Denkmalzone ehemalige Prämonstratenserabtei Rommersdorf,Denkmalzone ehemalige Prämonstratenserabtei Rommersdorf, Neuwied (Außenbereiche),,"ursprünglich dreischiffige Pfeilerbasilika, wohl vor 1125 begonnen, vor 1179 vollendet; 1202/04–10 Umbau des Südquerhauses; Chorneubau 1347/49–51, 1478 Anbau der Annakapelle; 1559/76, 1671, 1698 teilweiser Abbruch; Klostergebäude, begonnen zwischen 1135 und 1145, Dormitorium, Nord- und Ostflügel des Kreuzgangs sowie Kapitelsaal zwischen 1214 und 1233; Klosterbauten, 18. Jahrhundert, unter anderem neunachsiges Abtshaus, barocker Mansarddachbau, Konventsgebäude, bezeichnet 1708, Wirtschaftsgebäude, teilweise mit Mansarddächern; stattliche Hofeineinfahrt, 1777, Baudirektor Nikolaus Lauxen, Koblenz; Park",,,,
Blocker Straße 11,Blocker Straße 11, Neuwied (Außenbereiche),,"Fachwerkhaus, teilweise massiv, angeblich von 1677, wohl eher aus dem 18. Jahrhundert; jüngerer eingeschossiger Vorbau",,50.449848,7.538295,
Brunnenring 18,Brunnenring 18, Neuwied (Außenbereiche),,"Hofanlage mit Fachwerkhaus des 18. Jahrhunderts, Bruchsteinscheune und Hofmauer des 19. Jahrhunderts",,50.45168,7538,
Bungartstraße 16,Bungartstraße 16, Neuwied (Außenbereiche),,"Fachwerkhaus, teilweise Bruchstein, 18. Jahrhundert",,50.45145,7.53761,
Burghofstraße 1,Burghofstraße 1, Neuwied (Außenbereiche),,"Pfarrhaus; kubischer Mansarddachbau, 1791; Hofmauer mit barocken Torpfeilern",,50.4509,7.53899,
Hauptstraße,Hauptstraße, Neuwied (Außenbereiche),,"Katholische Pfarrkirche St. Margaretha; Saalbau, 1772, Architekt Johannes Seiz, 1891 basilikal erweitert, dreigeschossiger romanischer Turm",,50.45008,7.541068,
Hauptstraße 3,Hauptstraße 3, Neuwied (Außenbereiche),,"Dreifaltigkeitskapelle; barocker Putzbau, Strebepfeiler, 1711 ff., Wiederaufbau nach Brand 1799",,50.44641,7.54666,
Hauptstraße 8,Hauptstraße 8, Neuwied (Außenbereiche),,"Gasthaus; barockisierende Stuck- und Putzdekoration, wohl kurz nach 1900",,50.44673,7.54703,
Hauptstraße 111,Hauptstraße 111, Neuwied (Außenbereiche),,"Fachwerkhaus, teilweise massiv, 17. Jahrhundert, Giebeldreieck um 1900 erneuert",,50.45078,7.53763,
Hauptstraße 131,Hauptstraße 131, Neuwied (Außenbereiche),,"Fachwerkhaus; traufständiger Teil mit Kniestock, Mitte des 19. Jahrhunderts, giebelständiger Teil um 1900",,50.45145,7.53601,
Hauptstraße 133,Hauptstraße 133, Neuwied (Außenbereiche),,"Fachwerkhaus, spätes 19. Jahrhundert",,50.45154,7.53578,
Lindenstraße,Lindenstraße, Neuwied (Außenbereiche),,"Wegekreuz, bezeichnet 1742",,50.447302,7.541163,
Sayner Straße,Sayner Straße, Neuwied (Außenbereiche),,Kriegerdenkmal 1914/18,,50.443617,7.552288,
Sayner Straße,Sayner Straße, Neuwied (Außenbereiche),,"Wegekreuz; Schaftkreuz, bezeichnet 1814",,50.443617,7.552288,
nordöstlich der Ortslage im Wald,nordöstlich der Ortslage im Wald, Neuwied (Außenbereiche),,"Krupps Heiligenhäuschen; kleiner Putzbau, bezeichnet 1785",,,,
"





Hauptstraße 3","





Hauptstraße 3", Neuwied (Außenbereiche),,"Dreifaltigkeitskapelle


",,50.44641,7.54666,
"





Hauptstraße 8","





Hauptstraße 8", Neuwied (Außenbereiche),,"Gasthaus


",,50.44673,7.54703,
Apostelstraße,Apostelstraße, Neuwied (Außenbereiche),,"Katholische Pfarrkirche St. Peter und Paul; spätklassizistischer Saalbau, 1831–35",,50.443274,7.445477,
Kurtrierer Straße,Kurtrierer Straße, Neuwied (Außenbereiche),,"Wegekreuz; Schaftkreuz, Basalt, bezeichnet 1825",,50.444375,7.438304,
Rodenbacher Straße 12,Rodenbacher Straße 12, Neuwied (Außenbereiche),,"Zehnthof; hochaufragender Massivbau, heutiges Erscheinungsbild aus dem 17. Jahrhundert, eventuell im Kern älter",,50.443274,7.442812,
Talweg,Talweg, Neuwied (Außenbereiche),,"Wegekreuz; Schaftkreuz, Basalt, 18. oder 19. Jahrhundert",,50.446367,7.451534,
Wollendorfer Straße 88,Wollendorfer Straße 88, Neuwied (Außenbereiche),,"Villa Selter; neuklassizistischer Walmdachbau, 1923",,50.44723,7.43485,
"Denkmalzone Jüdischer Friedhof (Kurt-Schumacher-Straße, Von Stauffenberg-Straße)","Denkmalzone Jüdischer Friedhof (Kurt-Schumacher-Straße, Von Stauffenberg-Straße)", Neuwied (Außenbereiche),,"Gründung im 17. Jahrhundert, mehr als 600 Grabsteine",,,,
"Denkmalzone Rasselsteiner Kolonie (Stahlwerkstraße 2–20 und 9a–12a, Gettelborn 1–19, Nordsteg 1–5, Marienborn 1–13a, Wiedufer 1–10, In den Akazien 1–3, 6 und 7)","Denkmalzone Rasselsteiner Kolonie (Stahlwerkstraße 2–20 und 9a–12a, Gettelborn 1–19, Nordsteg 1–5, Marienborn 1–13a, Wiedufer 1–10, In den Akazien 1–3, 6 und 7)", Neuwied (Außenbereiche),,"Werkssiedlung der Firma Rasselstein, nach dem Ersten Weltkrieg angelegt und ungewöhnlich vollständig erhalten",,53.143261,6.371255,
Am Kirchberg,Am Kirchberg, Neuwied (Außenbereiche),,"Evangelische Pfarrkirche; Chor und Turm des spätromanischen Vorgängers, dreischiffiges Langhaus vom Ende des 15. Jahrhunderts",,50.463004,7.470252,
Aubachstraße 119,Aubachstraße 119, Neuwied (Außenbereiche),,"repräsentative Villa, Backsteingliederung, Ende des 19. Jahrhunderts",,50.46531,7.48576,
Augustenthaler Straße 86,Augustenthaler Straße 86, Neuwied (Außenbereiche),,"Haus Weyerwoog; spätklassizistischer Massivbau, drittes Viertel des 19. Jahrhunderts",,50.47115,7.471921,
Backhausgasse 1,Backhausgasse 1, Neuwied (Außenbereiche),,"ehemaliges Rat- und Backhaus; Fachwerkhaus, teilweise massiv, angeblich von 1736",,50.46267,7.47223,
Backhausgasse 4,Backhausgasse 4, Neuwied (Außenbereiche),,"Fachwerkhaus, teilweise massiv, 18. Jahrhundert",,50.46301,7.47197,
Burgstraße 76,Burgstraße 76, Neuwied (Außenbereiche),,"stattliche Villa, Reformarchitektur, um 1910/20",,50.46928,7.47122,
"(in) Kurt-Schumacher-Straße/Von Stauffenberg-Straße, Katholische Pfarrkirche St. Bonifatius","(in) Kurt-Schumacher-Straße/Von Stauffenberg-Straße, Katholische Pfarrkirche St. Bonifatius", Neuwied (Außenbereiche),,"im Neubau von 1961 ff. zwei mittelrheinische Gemälde, Anfang des 16. Jahrhunderts",,,,
Neuer Weg 26,Neuer Weg 26, Neuwied (Außenbereiche),,"Mansarddach-Villa, um 1920",,50.45996,7.4723,
"Weißer Berg 3 und 5, Hans-Böckler-Straße 26, Weißer Berg 7","Weißer Berg 3 und 5, Hans-Böckler-Straße 26, Weißer Berg 7", Neuwied (Außenbereiche),,"drei ehemalige Direktorenvillen der Firma Rasselstein, Jugendstilformen, um 1910; Gesamtanlage mit Pförtnerhaus (Weißer Berg 7)",,,,
Wiedbachstraße 58,Wiedbachstraße 58, Neuwied (Außenbereiche),,"ehemalige Mühle; Krüppelwalmdachbau, 18. Jahrhundert",,50.46054,7.46989,
südwestlich von Niederbieber nahe der Firma Rasselstein,südwestlich von Niederbieber nahe der Firma Rasselstein, Neuwied (Außenbereiche),,"Hof Nodhausen; reich gestaffelter Bau, Schweizer Landhausstil, 1901; auf dem Gelände wohl Reste des seit 1742 angelegten Lustparks des wiedschen Hofes Nodhausen; Carlsaal, pavillonartiger klassizistischer Bau",,,,
Braunsbergstraße,Braunsbergstraße, Neuwied (Außenbereiche),,"Straßenbrücke über den Aubach, einbogig, Bruchstein, 19. Jahrhundert",,50.473836,7.503214,
